Timestamp,Block Number,Source,Time
2023-12-22 10:01:57.003,4198413,lastBlock,1.0177183151245117
2023-12-22 10:02:01.972,4198414,websocket,0
2023-12-22 10:02:02.031,4198414,http,0.05911874771118164
2023-12-22 10:02:03.017,4198414,lastBlock,1.0449740886688232
2023-12-22 10:02:07.715,4198415,http,0
2023-12-22 10:02:07.732,4198415,websocket,0.016150712966918945
2023-12-22 10:02:09.027,4198415,lastBlock,1.3120064735412598
2023-12-22 10:02:13.649,4198416,websocket,0
2023-12-22 10:02:13.728,4198416,http,0.0792534351348877
2023-12-22 10:02:15.042,4198416,lastBlock,1.3927950859069824
2023-12-22 10:02:24.321,4198417,websocket,0
2023-12-22 10:02:24.334,4198417,http,0.013401985168457031
2023-12-22 10:02:27.069,4198417,lastBlock,2.747633218765259
2023-12-22 10:02:30.482,4198418,websocket,0
2023-12-22 10:02:30.566,4198418,http,0.0847628116607666
2023-12-22 10:02:33.081,4198418,lastBlock,2.600015640258789
2023-12-22 10:02:36.543,4198419,websocket,0
2023-12-22 10:02:36.578,4198419,http,0.03558707237243652
2023-12-22 10:02:39.093,4198419,lastBlock,2.5501208305358887
2023-12-22 10:02:42.740,4198420,websocket,0
2023-12-22 10:02:42.808,4198420,http,0.06804823875427246
2023-12-22 10:02:45.101,4198420,lastBlock,2.361128807067871
2023-12-22 10:02:48.691,4198421,websocket,0
2023-12-22 10:02:48.707,4198421,http,0.015408039093017578
2023-12-22 10:02:51.004,4198421,lastBlock,2.3128509521484375
2023-12-22 10:02:59.618,4198422,websocket,0
2023-12-22 10:02:59.637,4198422,http,0.019894838333129883
2023-12-22 10:03:03.024,4198422,lastBlock,3.405996799468994
2023-12-22 10:03:05.469,4198423,websocket,0
2023-12-22 10:03:05.537,4198423,http,0.06804347038269043
2023-12-22 10:03:09.035,4198423,lastBlock,3.566255569458008
2023-12-22 10:03:11.173,4198424,websocket,0
2023-12-22 10:03:11.220,4198424,http,0.046724796295166016
2023-12-22 10:03:15.045,4198424,lastBlock,3.871306896209717
2023-12-22 10:03:17.304,4198425,websocket,0
2023-12-22 10:03:17.344,4198425,http,0.0399320125579834
2023-12-22 10:03:21.063,4198425,lastBlock,3.759519577026367
2023-12-22 10:03:23.295,4198426,websocket,0
2023-12-22 10:03:23.358,4198426,http,0.06266999244689941
2023-12-22 10:03:27.075,4198426,lastBlock,3.780172824859619
2023-12-22 10:03:29.210,4198427,websocket,0
2023-12-22 10:03:29.259,4198427,http,0.04823112487792969
2023-12-22 10:03:33.083,4198427,lastBlock,3.8726372718811035
2023-12-22 10:03:39.924,4198428,websocket,0
2023-12-22 10:03:39.969,4198428,http,0.04562497138977051
2023-12-22 10:03:45.108,4198428,lastBlock,5.18416953086853
2023-12-22 10:03:46.309,4198429,http,0
2023-12-22 10:03:46.314,4198429,websocket,0.00458526611328125
2023-12-22 10:03:51.014,4198429,lastBlock,4.7042694091796875
2023-12-22 10:03:52.319,4198430,websocket,0
2023-12-22 10:03:52.327,4198430,http,0.007747650146484375
2023-12-22 10:03:57.029,4198430,lastBlock,4.7097978591918945
2023-12-22 10:03:58.251,4198431,websocket,0
2023-12-22 10:03:58.340,4198431,http,0.08909082412719727
2023-12-22 10:04:03.039,4198431,lastBlock,4.7878804206848145
2023-12-22 10:04:04.022,4198432,http,0
2023-12-22 10:04:04.025,4198432,websocket,0.0030410289764404297
2023-12-22 10:04:09.057,4198432,lastBlock,5.0345683097839355
2023-12-22 10:04:10.066,4198433,websocket,0
2023-12-22 10:04:10.149,4198433,http,0.08289504051208496
2023-12-22 10:04:15.070,4198433,lastBlock,5.003635883331299
2023-12-22 10:04:15.815,4198434,websocket,0
2023-12-22 10:04:15.834,4198434,http,0.018705129623413086
2023-12-22 10:04:21.079,4198434,lastBlock,5.26390266418457
2023-12-22 10:04:21.877,4198435,websocket,0
2023-12-22 10:04:21.954,4198435,http,0.076904296875
2023-12-22 10:04:27.092,4198435,lastBlock,5.215840101242065
2023-12-22 10:04:32.546,4198436,websocket,0
2023-12-22 10:04:32.555,4198436,http,0.009693622589111328
2023-12-22 10:04:33.103,4198436,lastBlock,0.5570428371429443
2023-12-22 10:04:38.569,4198437,websocket,0
2023-12-22 10:04:38.570,4198437,http,0.0005667209625244141
2023-12-22 10:04:39.009,4198437,lastBlock,0.43979525566101074
2023-12-22 10:04:44.578,4198438,websocket,0
2023-12-22 10:04:44.583,4198438,http,0.004477262496948242
2023-12-22 10:04:45.023,4198438,lastBlock,0.44469785690307617
2023-12-22 10:04:50.704,4198439,http,0
2023-12-22 10:04:50.713,4198439,websocket,0.008457183837890625
2023-12-22 10:04:51.033,4198439,lastBlock,0.3289773464202881
2023-12-22 10:04:57.000,4198440,websocket,0
2023-12-22 10:04:57.046,4198440,http,0.04604387283325195
2023-12-22 10:04:57.048,4198440,lastBlock,0.047946929931640625
2023-12-22 10:05:07.712,4198441,websocket,0
2023-12-22 10:05:07.756,4198441,http,0.044820547103881836
2023-12-22 10:05:09.069,4198441,lastBlock,1.3575756549835205
2023-12-22 10:05:13.648,4198442,websocket,0
2023-12-22 10:05:13.659,4198442,http,0.01085519790649414
2023-12-22 10:05:15.082,4198442,lastBlock,1.433565378189087
2023-12-22 10:05:19.498,4198443,websocket,0
2023-12-22 10:05:19.565,4198443,http,0.0672292709350586
2023-12-22 10:05:21.095,4198443,lastBlock,1.5978097915649414
2023-12-22 10:05:25.662,4198444,websocket,0
2023-12-22 10:05:25.686,4198444,http,0.023728132247924805
2023-12-22 10:05:27.109,4198444,lastBlock,1.4465126991271973
2023-12-22 10:05:31.531,4198445,websocket,0
2023-12-22 10:05:31.590,4198445,http,0.059052467346191406
2023-12-22 10:05:33.013,4198445,lastBlock,1.4818675518035889
2023-12-22 10:05:37.451,4198446,websocket,0
2023-12-22 10:05:37.495,4198446,http,0.044440507888793945
2023-12-22 10:05:39.028,4198446,lastBlock,1.5776000022888184
2023-12-22 10:05:48.206,4198447,websocket,0
2023-12-22 10:05:48.214,4198447,http,0.008269548416137695
2023-12-22 10:05:51.056,4198447,lastBlock,2.850426197052002
2023-12-22 10:05:54.258,4198448,websocket,0
2023-12-22 10:05:54.332,4198448,http,0.07488751411437988
2023-12-22 10:05:57.066,4198448,lastBlock,2.8082187175750732
2023-12-22 10:06:00.455,4198449,http,0
2023-12-22 10:06:00.468,4198449,websocket,0.013779163360595703
2023-12-22 10:06:03.078,4198449,lastBlock,2.623750925064087
2023-12-22 10:06:06.389,4198450,websocket,0
2023-12-22 10:06:06.467,4198450,http,0.07785534858703613
2023-12-22 10:06:09.092,4198450,lastBlock,2.7021563053131104
2023-12-22 10:06:12.207,4198451,websocket,0
2023-12-22 10:06:12.262,4198451,http,0.05472922325134277
2023-12-22 10:06:15.106,4198451,lastBlock,2.8987064361572266
2023-12-22 10:06:18.279,4198452,websocket,0
2023-12-22 10:06:18.281,4198452,http,0.001483917236328125
2023-12-22 10:06:21.015,4198452,lastBlock,2.736168384552002
2023-12-22 10:06:24.115,4198453,websocket,0
2023-12-22 10:06:24.183,4198453,http,0.06800103187561035
2023-12-22 10:06:27.024,4198453,lastBlock,2.908660888671875
2023-12-22 10:06:30.085,4198454,http,0
2023-12-22 10:06:30.101,4198454,websocket,0.01599740982055664
2023-12-22 10:06:33.039,4198454,lastBlock,2.9541983604431152
2023-12-22 10:06:40.757,4198455,websocket,0
2023-12-22 10:06:40.801,4198455,http,0.04334831237792969
2023-12-22 10:06:45.063,4198455,lastBlock,4.305268049240112
2023-12-22 10:06:46.630,4198456,websocket,0
2023-12-22 10:06:46.702,4198456,http,0.07198286056518555
2023-12-22 10:06:51.076,4198456,lastBlock,4.44549298286438
2023-12-22 10:06:52.824,4198457,http,0
2023-12-22 10:06:52.828,4198457,websocket,0.0036818981170654297
2023-12-22 10:06:57.091,4198457,lastBlock,4.266942024230957
2023-12-22 10:06:59.058,4198458,http,0
2023-12-22 10:06:59.071,4198458,websocket,0.013932228088378906
2023-12-22 10:07:03.108,4198458,lastBlock,4.050581455230713
2023-12-22 10:07:05.019,4198459,websocket,0
2023-12-22 10:07:05.076,4198459,http,0.057321786880493164
2023-12-22 10:07:09.013,4198459,lastBlock,3.9947988986968994
2023-12-22 10:07:15.679,4198460,websocket,0
2023-12-22 10:07:15.680,4198460,http,0.00042319297790527344
2023-12-22 10:07:21.056,4198460,lastBlock,5.376921892166138
2023-12-22 10:07:21.598,4198461,websocket,0
2023-12-22 10:07:21.602,4198461,http,0.0045588016510009766
2023-12-22 10:07:27.070,4198461,lastBlock,5.472131013870239
2023-12-22 10:07:27.506,4198462,http,0
2023-12-22 10:07:27.522,4198462,websocket,0.016251087188720703
2023-12-22 10:07:33.081,4198462,lastBlock,5.574535131454468
2023-12-22 10:07:33.516,4198463,websocket,0
2023-12-22 10:07:33.517,4198463,http,0.0019156932830810547
2023-12-22 10:07:39.099,4198463,lastBlock,5.582975387573242
2023-12-22 10:07:39.535,4198464,http,0
2023-12-22 10:07:39.549,4198464,websocket,0.01341700553894043
2023-12-22 10:07:45.002,4198464,lastBlock,5.466806411743164
2023-12-22 10:07:45.507,4198465,websocket,0
2023-12-22 10:07:45.548,4198465,http,0.04029989242553711
2023-12-22 10:07:51.014,4198465,lastBlock,5.506927728652954
2023-12-22 10:07:56.151,4198466,http,0
2023-12-22 10:07:56.162,4198466,websocket,0.010386943817138672
2023-12-22 10:07:57.028,4198466,lastBlock,0.8766295909881592
2023-12-22 10:08:02.309,4198467,websocket,0
2023-12-22 10:08:02.383,4198467,http,0.07361745834350586
2023-12-22 10:08:03.040,4198467,lastBlock,0.730370044708252
2023-12-22 10:08:08.242,4198468,websocket,0
2023-12-22 10:08:08.290,4198468,http,0.048087120056152344
2023-12-22 10:08:09.057,4198468,lastBlock,0.8156354427337646
2023-12-22 10:08:14.087,4198469,http,0
2023-12-22 10:08:14.096,4198469,websocket,0.009019851684570312
2023-12-22 10:08:15.072,4198469,lastBlock,0.9852464199066162
2023-12-22 10:08:19.880,4198470,http,0
2023-12-22 10:08:19.893,4198470,websocket,0.0126953125
2023-12-22 10:08:21.083,4198470,lastBlock,1.2027437686920166
2023-12-22 10:08:25.813,4198471,websocket,0
2023-12-22 10:08:25.891,4198471,http,0.07875776290893555
2023-12-22 10:08:27.095,4198471,lastBlock,1.2823615074157715
2023-12-22 10:08:31.631,4198472,websocket,0
2023-12-22 10:08:31.685,4198472,http,0.05470752716064453
2023-12-22 10:08:33.107,4198472,lastBlock,1.4762768745422363
2023-12-22 10:08:37.590,4198473,http,0
2023-12-22 10:08:37.594,4198473,websocket,0.0036835670471191406
2023-12-22 10:08:39.013,4198473,lastBlock,1.422985315322876
2023-12-22 10:08:48.305,4198474,http,0
2023-12-22 10:08:48.313,4198474,websocket,0.0082244873046875
2023-12-22 10:08:51.039,4198474,lastBlock,2.7337417602539062
2023-12-22 10:08:54.256,4198475,websocket,0
2023-12-22 10:08:54.319,4198475,http,0.06221723556518555
2023-12-22 10:08:57.055,4198475,lastBlock,2.798595428466797
2023-12-22 10:09:00.327,4198476,websocket,0
2023-12-22 10:09:00.335,4198476,http,0.008207082748413086
2023-12-22 10:09:03.069,4198476,lastBlock,2.7420549392700195
2023-12-22 10:09:06.346,4198477,websocket,0
2023-12-22 10:09:06.348,4198477,http,0.002008199691772461
2023-12-22 10:09:09.081,4198477,lastBlock,2.734935760498047
2023-12-22 10:09:12.249,4198478,http,0
2023-12-22 10:09:12.259,4198478,websocket,0.00947117805480957
2023-12-22 10:09:15.093,4198478,lastBlock,2.8432116508483887
2023-12-22 10:09:22.859,4198479,websocket,0
2023-12-22 10:09:22.860,4198479,http,0.0005261898040771484
2023-12-22 10:09:27.013,4198479,lastBlock,4.153913736343384
2023-12-22 10:09:28.748,4198480,websocket,0
2023-12-22 10:09:28.763,4198480,http,0.014633417129516602
2023-12-22 10:09:33.030,4198480,lastBlock,4.281630754470825
2023-12-22 10:09:34.607,4198481,websocket,0
2023-12-22 10:09:34.671,4198481,http,0.06412386894226074
2023-12-22 10:09:39.044,4198481,lastBlock,4.437593221664429
2023-12-22 10:09:40.598,4198482,websocket,0
2023-12-22 10:09:40.682,4198482,http,0.08461117744445801
2023-12-22 10:09:45.057,4198482,lastBlock,4.459415912628174
2023-12-22 10:09:46.606,4198483,websocket,0
2023-12-22 10:09:46.696,4198483,http,0.0906682014465332
2023-12-22 10:09:51.071,4198483,lastBlock,4.465833425521851
2023-12-22 10:09:52.515,4198484,websocket,0
2023-12-22 10:09:52.601,4198484,http,0.08623933792114258
2023-12-22 10:09:57.082,4198484,lastBlock,4.566985845565796
2023-12-22 10:10:03.349,4198485,websocket,0
2023-12-22 10:10:03.423,4198485,http,0.07363462448120117
2023-12-22 10:10:09.002,4198485,lastBlock,5.6520960330963135
2023-12-22 10:10:09.178,4198486,websocket,0
2023-12-22 10:10:09.220,4198486,http,0.04223012924194336
2023-12-22 10:10:15.013,4198486,lastBlock,5.8359174728393555
2023-12-22 10:10:15.119,4198487,websocket,0
2023-12-22 10:10:15.122,4198487,http,0.0028922557830810547
2023-12-22 10:10:20.936,4198488,websocket,0
2023-12-22 10:10:21.026,4198488,http,0.0894322395324707
2023-12-22 10:10:21.028,4198488,lastBlock,0.09116435050964355
2023-12-22 10:10:26.907,4198489,websocket,0
2023-12-22 10:10:26.931,4198489,http,0.023796796798706055
2023-12-22 10:10:27.042,4198489,lastBlock,0.13542795181274414
2023-12-22 10:10:32.923,4198490,websocket,0
2023-12-22 10:10:32.945,4198490,http,0.021575450897216797
2023-12-22 10:10:33.056,4198490,lastBlock,0.13259410858154297
2023-12-22 10:10:38.824,4198491,websocket,0
2023-12-22 10:10:38.850,4198491,http,0.026027917861938477
2023-12-22 10:10:39.070,4198491,lastBlock,0.24577713012695312
2023-12-22 10:10:44.752,4198492,websocket,0
2023-12-22 10:10:44.760,4198492,http,0.008201360702514648
2023-12-22 10:10:45.090,4198492,lastBlock,0.3379800319671631
2023-12-22 10:10:55.359,4198493,websocket,0
2023-12-22 10:10:55.368,4198493,http,0.009131193161010742
2023-12-22 10:10:57.010,4198493,lastBlock,1.6517000198364258
2023-12-22 10:11:01.125,4198494,websocket,0
2023-12-22 10:11:01.164,4198494,http,0.0384063720703125
2023-12-22 10:11:03.024,4198494,lastBlock,1.8987159729003906
2023-12-22 10:11:07.118,4198495,websocket,0
2023-12-22 10:11:07.177,4198495,http,0.058734893798828125
2023-12-22 10:11:09.040,4198495,lastBlock,1.9212815761566162
2023-12-22 10:11:13.085,4198496,http,0
2023-12-22 10:11:13.098,4198496,websocket,0.01392507553100586
2023-12-22 10:11:15.054,4198496,lastBlock,1.9695377349853516
2023-12-22 10:11:19.163,4198497,websocket,0
2023-12-22 10:11:19.209,4198497,http,0.04652714729309082
2023-12-22 10:11:21.069,4198497,lastBlock,1.90663480758667
2023-12-22 10:11:30.424,4198498,websocket,0
2023-12-22 10:11:30.482,4198498,http,0.058008432388305664
2023-12-22 10:11:33.109,4198498,lastBlock,2.6852543354034424
2023-12-22 10:11:36.273,4198499,websocket,0
2023-12-22 10:11:36.281,4198499,http,0.008745670318603516
2023-12-22 10:11:39.014,4198499,lastBlock,2.7417848110198975
2023-12-22 10:11:42.170,4198500,websocket,0
2023-12-22 10:11:42.186,4198500,http,0.016396284103393555
2023-12-22 10:11:45.032,4198500,lastBlock,2.8622007369995117
2023-12-22 10:11:48.206,4198501,websocket,0
2023-12-22 10:11:48.206,4198501,http,0.0005350112915039062
2023-12-22 10:11:51.051,4198501,lastBlock,2.845203399658203
2023-12-22 10:11:54.281,4198502,websocket,0
2023-12-22 10:11:54.329,4198502,http,0.04816579818725586
2023-12-22 10:11:57.062,4198502,lastBlock,2.781749963760376
2023-12-22 10:12:00.295,4198503,websocket,0
2023-12-22 10:12:00.342,4198503,http,0.047119140625
2023-12-22 10:12:03.079,4198503,lastBlock,2.7832984924316406
2023-12-22 10:12:11.169,4198504,websocket,0
2023-12-22 10:12:11.169,4198504,http,0.0006508827209472656
2023-12-22 10:12:15.104,4198504,lastBlock,3.9349591732025146
2023-12-22 10:12:17.555,4198505,websocket,0
2023-12-22 10:12:17.619,4198505,http,0.06409597396850586
2023-12-22 10:12:21.011,4198505,lastBlock,3.4568538665771484
2023-12-22 10:12:23.673,4198506,websocket,0
2023-12-22 10:12:23.745,4198506,http,0.07205367088317871
2023-12-22 10:12:27.025,4198506,lastBlock,3.352532148361206
2023-12-22 10:12:29.595,4198507,websocket,0
2023-12-22 10:12:29.647,4198507,http,0.05232596397399902
2023-12-22 10:12:33.039,4198507,lastBlock,3.444512128829956
2023-12-22 10:12:35.532,4198508,websocket,0
2023-12-22 10:12:35.555,4198508,http,0.0225217342376709
2023-12-22 10:12:39.063,4198508,lastBlock,3.5308613777160645
2023-12-22 10:12:41.498,4198509,websocket,0
2023-12-22 10:12:41.576,4198509,http,0.07851362228393555
2023-12-22 10:12:45.073,4198509,lastBlock,3.575749397277832
2023-12-22 10:12:47.261,4198510,http,0
2023-12-22 10:12:47.269,4198510,websocket,0.008584976196289062
2023-12-22 10:12:51.091,4198510,lastBlock,3.8296849727630615
2023-12-22 10:12:53.321,4198511,websocket,0
2023-12-22 10:12:53.387,4198511,http,0.06611227989196777
2023-12-22 10:12:57.106,4198511,lastBlock,3.7846410274505615
2023-12-22 10:13:03.990,4198512,http,0
2023-12-22 10:13:04.003,4198512,websocket,0.01363062858581543
2023-12-22 10:13:09.022,4198512,lastBlock,5.032536029815674
2023-12-22 10:13:10.041,4198513,websocket,0
2023-12-22 10:13:10.116,4198513,http,0.07423257827758789
2023-12-22 10:13:15.037,4198513,lastBlock,4.995379209518433
2023-12-22 10:13:16.052,4198514,websocket,0
2023-12-22 10:13:16.129,4198514,http,0.07702112197875977
2023-12-22 10:13:21.054,4198514,lastBlock,5.001907825469971
2023-12-22 10:13:22.265,4198515,websocket,0
2023-12-22 10:13:22.265,4198515,http,0.00042057037353515625
2023-12-22 10:13:27.079,4198515,lastBlock,4.815025091171265
2023-12-22 10:13:28.122,4198516,websocket,0
2023-12-22 10:13:28.172,4198516,http,0.050305843353271484
2023-12-22 10:13:33.092,4198516,lastBlock,4.970608711242676
2023-12-22 10:13:38.953,4198517,websocket,0
2023-12-22 10:13:38.999,4198517,http,0.04610276222229004
2023-12-22 10:13:39.001,4198517,lastBlock,0.04785966873168945
2023-12-22 10:13:44.886,4198518,websocket,0
2023-12-22 10:13:44.905,4198518,http,0.018332242965698242
2023-12-22 10:13:45.016,4198518,lastBlock,0.1295013427734375
2023-12-22 10:13:50.831,4198519,websocket,0
2023-12-22 10:13:50.918,4198519,http,0.08714485168457031
2023-12-22 10:13:51.029,4198519,lastBlock,0.1977396011352539
2023-12-22 10:13:56.701,4198520,websocket,0
2023-12-22 10:13:56.715,4198520,http,0.014164209365844727
2023-12-22 10:13:57.046,4198520,lastBlock,0.3451571464538574
2023-12-22 10:14:02.614,4198521,websocket,0
2023-12-22 10:14:02.622,4198521,http,0.008487701416015625
2023-12-22 10:14:03.061,4198521,lastBlock,0.44731593132019043
2023-12-22 10:14:08.568,4198522,websocket,0
2023-12-22 10:14:08.634,4198522,http,0.06594967842102051
2023-12-22 10:14:09.072,4198522,lastBlock,0.5045440196990967
2023-12-22 10:14:19.241,4198523,http,0
2023-12-22 10:14:19.247,4198523,websocket,0.005525112152099609
2023-12-22 10:14:21.101,4198523,lastBlock,1.8595366477966309
2023-12-22 10:14:25.401,4198524,websocket,0
2023-12-22 10:14:25.473,4198524,http,0.07211542129516602
2023-12-22 10:14:27.007,4198524,lastBlock,1.6054563522338867
2023-12-22 10:14:31.452,4198525,websocket,0
2023-12-22 10:14:31.490,4198525,http,0.03772759437561035
2023-12-22 10:14:33.024,4198525,lastBlock,1.5718519687652588
2023-12-22 10:14:37.344,4198526,websocket,0
2023-12-22 10:14:37.398,4198526,http,0.054533958435058594
2023-12-22 10:14:39.041,4198526,lastBlock,1.697526454925537
2023-12-22 10:14:43.154,4198527,websocket,0
2023-12-22 10:14:43.196,4198527,http,0.0416107177734375
2023-12-22 10:14:45.056,4198527,lastBlock,1.9021296501159668
2023-12-22 10:14:49.052,4198528,websocket,0
2023-12-22 10:14:49.102,4198528,http,0.049800872802734375
2023-12-22 10:14:51.073,4198528,lastBlock,2.0208535194396973
2023-12-22 10:14:54.943,4198529,websocket,0
2023-12-22 10:14:55.009,4198529,http,0.06597423553466797
2023-12-22 10:14:57.088,4198529,lastBlock,2.1444640159606934
2023-12-22 10:15:00.898,4198530,websocket,0
2023-12-22 10:15:00.914,4198530,http,0.01642608642578125
2023-12-22 10:15:03.105,4198530,lastBlock,2.2072103023529053
2023-12-22 10:15:11.558,4198531,websocket,0
2023-12-22 10:15:11.633,4198531,http,0.07441496849060059
2023-12-22 10:15:15.024,4198531,lastBlock,3.465271234512329
2023-12-22 10:15:17.412,4198532,websocket,0
2023-12-22 10:15:17.428,4198532,http,0.015326261520385742
2023-12-22 10:15:21.056,4198532,lastBlock,3.643325090408325
2023-12-22 10:15:23.569,4198533,http,0
2023-12-22 10:15:23.578,4198533,websocket,0.008867740631103516
2023-12-22 10:15:27.070,4198533,lastBlock,3.500333547592163
2023-12-22 10:15:29.474,4198534,http,0
2023-12-22 10:15:29.484,4198534,websocket,0.009710073471069336
2023-12-22 10:15:33.081,4198534,lastBlock,3.606912612915039
2023-12-22 10:15:35.490,4198535,http,0.000423431396484375
2023-12-22 10:15:35.489,4198535,websocket,0
2023-12-22 10:15:39.099,4198535,lastBlock,3.6091506481170654
2023-12-22 10:15:46.164,4198536,websocket,0
2023-12-22 10:15:46.208,4198536,http,0.044420480728149414
2023-12-22 10:15:51.021,4198536,lastBlock,4.856823921203613
2023-12-22 10:15:52.025,4198537,websocket,0
2023-12-22 10:15:52.113,4198537,http,0.08863949775695801
2023-12-22 10:15:57.035,4198537,lastBlock,5.0103559494018555
2023-12-22 10:15:57.870,4198538,websocket,0
2023-12-22 10:15:57.910,4198538,http,0.039826154708862305
2023-12-22 10:16:03.048,4198538,lastBlock,5.178155422210693
2023-12-22 10:16:03.880,4198539,websocket,0
2023-12-22 10:16:03.921,4198539,http,0.041425228118896484
2023-12-22 10:16:09.064,4198539,lastBlock,5.184244871139526
2023-12-22 10:16:09.791,4198540,websocket,0
2023-12-22 10:16:09.829,4198540,http,0.037930965423583984
2023-12-22 10:16:15.076,4198540,lastBlock,5.284738540649414
2023-12-22 10:16:15.680,4198541,websocket,0
2023-12-22 10:16:15.731,4198541,http,0.05066394805908203
2023-12-22 10:16:21.091,4198541,lastBlock,5.410926818847656
2023-12-22 10:16:26.805,4198542,websocket,0
2023-12-22 10:16:26.885,4198542,http,0.08022403717041016
2023-12-22 10:16:27.106,4198542,lastBlock,0.3011610507965088
2023-12-22 10:16:32.791,4198543,http,0
2023-12-22 10:16:32.794,4198543,websocket,0.0028994083404541016
2023-12-22 10:16:33.013,4198543,lastBlock,0.22229361534118652
2023-12-22 10:16:38.998,4198544,websocket,0
2023-12-22 10:16:39.026,4198544,http,0.02834796905517578
2023-12-22 10:16:39.028,4198544,lastBlock,0.030048608779907227
2023-12-22 10:16:44.841,4198545,websocket,0
2023-12-22 10:16:44.932,4198545,http,0.09113478660583496
2023-12-22 10:16:45.043,4198545,lastBlock,0.2020130157470703
2023-12-22 10:16:50.663,4198546,websocket,0
2023-12-22 10:16:50.727,4198546,http,0.06433606147766113
2023-12-22 10:16:51.057,4198546,lastBlock,0.39464735984802246
2023-12-22 10:16:56.583,4198547,websocket,0
2023-12-22 10:16:56.636,4198547,http,0.05273938179016113
2023-12-22 10:16:57.075,4198547,lastBlock,0.4914979934692383
2023-12-22 10:17:02.421,4198548,websocket,0
2023-12-22 10:17:02.429,4198548,http,0.008225202560424805
2023-12-22 10:17:03.086,4198548,lastBlock,0.6654148101806641
2023-12-22 10:17:08.203,4198549,websocket,0
2023-12-22 10:17:08.230,4198549,http,0.027321815490722656
2023-12-22 10:17:09.106,4198549,lastBlock,0.9033024311065674
2023-12-22 10:17:19.018,4198550,websocket,0
2023-12-22 10:17:19.057,4198550,http,0.03891754150390625
2023-12-22 10:17:21.026,4198550,lastBlock,2.0080513954162598
2023-12-22 10:17:25.068,4198551,websocket,0
